RANDOM FOREST
DataTrain length:  3428
DataTest length:  988
Accuracy:  0.97975708502

Report:

             precision    recall  f1-score   support

        pos       0.96      0.97      0.96       163
        neg       1.00      0.97      0.98       316
        neu       0.98      0.99      0.98       509

avg / total       0.98      0.98      0.98       988


Confusion Matrix:

[[158   0   5]
337 - seemingly endless loop of calls to apple ups verizonwireless to investigate my missing iphone s crankywithnophone  ->  neg
338 - apple scrapple  ->  neu
339 - i apple http t co ondxwper  ->  pos
340 - anyone know why we can only read ibooks on the iphone and ipad any ideas how to read them on mac apple  ->  neu
341 - next year is going to be really interesting in tech as google amazon facebook and apple vie for new growth areas http t co kkakfsch  ->  neu
342 - apple siri can t connect to the network it s less useful that voicecontrol now  ->  neg
343 - apple ios is sweet notifications phone search covers mail now wifi sync icloud backup and integrated twitter are all well done  ->  pos
344 - thatstevegray done that buddy just surprised that there s no option from apple if you turn it back on it brings back the pics u delete  ->  neu
345 - rt travisdommert is leaving steve s photo on the apple home page what he would really want in his honor let s get back to innov  ->  neu
346 - if you ve been struggling to get hold of me i m back online with a new iphone thanks apple  ->  neu
347 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co xjzalcs pampershelloapps  ->  neu
348 - in case you were curious like me iphone s which apple iphone is best for price features http t co d lonczc apple healthit ehr  ->  neu
349 - finally got the apple iphone thanks to sprint getting with the times  ->  pos
350 - picking up my iphone s in two hours apple  ->  neu
351 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co r wym jx pampershelloapps  ->  neu
352 - oh sales guy bestbuy i m not selling or using any apple products during my mourning period over job s passing hmmm  ->  neu
353 - rt techhamlet thank you steve a song created for steve jobs http t co vtx zjf via techhamlet azrmusic apple stevejobs apple  ->  neu
354 - is it just me or do other people miss the ipod symbol on the iphone i had the first ipod it s what i relate to apple ios nostalgia  ->  neu
355 - dear apple i had to turn off all those awesome featured you just enabled data plan can t handle it mb of data just because  ->  neg
356 - god bless youtube apple for appletv our bad ass system loving princessofchina gb to coldplay rihanna too  ->  pos
357 - is at the apple store waiting for a poorly imac to be seen by a genius hopefully this will be painless not too bad in here  ->  neu
358 - i am very upset about and inconvenienced by this iphone update failed backup iphone apple  ->  neg
359 - apple why do i have to have apps i am updating in their original folder location that was painful  ->  neg
360 - apple how fun wouldn t it be if it was possible to integrate soon to be named with notifications  ->  neu
361 - apple has a pic of steve jobs on their home page honor  ->  neu
362 - the folks at apple are awesome so glad i a mactard  ->  neu
363 - so i am using my work pc never ever to get a feel for it it has the worst speakers ever apple you have spoiled me imamac  ->  pos
364 - apple can t send me an iphone preordered hr after launching but they cans send or to all the jackasses who want to shoot or blend em  ->  neg
365 - apple sold million iphone s units on first weekend appletell http t co vs r oox iphone s apple fb  ->  neu
366 - hey apple i know steve jobs died all but my twitter for ipad app keeps crashing fix it now please lol f light  ->  neg
367 - it s been hrs since i reported ups theft of my iphone and apple has done nothing no return call as promised nothing  ->  neg
368 - rt porter anderson principal global players will be active in every market amazon apple kobo mikeshatzkin http t co  ->  neu
369 - so what is behind that giant silver door at the apple store maclife  ->  neu
370 - amandbrar apple siri has worked for me less than of the time if service doesn t improve by monday i m returning my iphone s  ->  neg
371 - twitter ceo points to apple as corporate mentor as ios signups triple http t co gcy iphn  ->  pos
372 - is it too much to ask which app is incompatible apple http t co ykqip nk  ->  neg
373 - rt hofmania i just paid someone to wait in line at the apple store this morning for me on zaarly putapriceonconvenience iphone htt  ->  neu
374 - i wish siri could tweet for me apple fix that  ->  neg
375 - apple y u no let me pre order iphone s  ->  neu
376 - apple safari reader owns the worldwide web  ->  pos
377 - eating apple xdd  ->  neu
378 - wow icloud s mail is down st the ios upgrade issues and now this i really hope this isn t apple without steve jobs  ->  neg
379 - rt edatpost apple fan eric holder spotted at the genius store http t co lctpxhf  ->  neu
380 - thank you steve a song created for steve jobs http t co vtx zjf via techhamlet azrmusic apple stevejobs apple  ->  neu
381 - why is siri always down apple  ->  pos
382 - reddclay now that were done prasing apple s ios everyone go subscribe to notsosuperpro shamlessselfpromotion  ->  neu
383 - another mention for apple store http t co fiioapkt rt floridamike once again getting great customer service from the apple store  ->  pos
384 - trisha ps icloud is cloudy apple tech not very techy  ->  neg
385 - ok itunesmusic idk wth is up but after syncing my phone my album art is out of order wtf apple  ->  neg
386 - dailydealchat apple thanks  ->  pos
387 - apple hits samsung in court again http t co l brf yb  ->  neu
388 - ugh wtf is up with all the bottlenecks paypal apple  ->  neg
389 - hey apple do you wanna fix my fucking playlist order you piece of shit  ->  neg
390 - poll http t co gcrpukwf q r u pissed apple banned this video apple iphone s siri f ball  ->  neu
391 - we did an unexpected workshop for the iphone s at apple yesterday and we got an awesome amount of info notjustaboutthephone gamerchik  ->  pos
392 - motoactiv methinks apple and maybe nike are already prepping lawsuits  ->  neu
393 - i wish someone would gift me an unlocked iphone s iphone apple  ->  neu
394 - how do you sync gmail contacts with your iphone help please apple gmail  ->  neu
395 - steve s last design is apparently the apple apple iphone http t co difqtmwm  ->  neu
396 - i just realized that the reason i got into twitter was ios thanks apple  ->  pos
397 - samsungmobileus apple would disagree with you right now  ->  neu
398 - i love our apple imac even though i haven t seen my hubby in days now geek  ->  pos
399 - iphone update is great but seriously apple let me delete stuff i dont want like gamecenter steve wont mind  ->  neu
400 - iphone s first weekend sales top four million http t co dm actyv via apple themselves big sales for the new phone  ->  neu
401 - follow me and i follow you ios fansoflilwayne follow apple  ->  neu
402 - twitter buzz for best buy http t co sesentu rt acappellamedia oh sales guy bestbuy i m not selling or using any apple p  ->  neu
403 - after a week or so with apple s ios i m considering going back to jailbroken same features as plus more not as stable though  ->  neg
404 - the four american companies that have come to define st century on the verge of war amazon apple facebook and ghttp t co pxulr dw  ->  neu
405 - loving the new ipod update apple  ->  pos
406 - twitter returns a error when we try to post the link to apple support community detailing how to turn off auto renewal subscriptions  ->  neu
407 - and only the first images in my photo roll made it over seriously apple how did you fuck this up so much  ->  neg
408 - asimrang apple umber when you upgrade to ios there is a section in app store which lets you download anything you have purchased before  ->  neu
409 - no kidding thejabberwockey also ericgreenspan don t forget apple stop closing the app store after each bloody purchase  ->  neu
410 - apple took my siri and made it exclusive to iphone s sorude  ->  neg
411 - apple iphone s ipad s beautiful technology but alltogether mainly a marketing platform it s obscure is nt it apple lost it s touch  ->  neu
412 - when is apple gonna update the fact that i can t see emoji on twitter for mac  ->  neu
413 - i love this so much thank you apple http t co ui loezx  ->  pos
414 - principal global players will be active in every market amazon apple kobo fbf publaunch mikeshatzkin http t co ndxcmo  ->  neu
415 - macbook pros constrained new models appear in apples inventory system apple macbookpro http t co blgr ue  ->  neu
416 - apple facebook google and amazon battle in the great tech war of http t co ul zzkv by fmanjoo  ->  neu
417 - cbm lies apple the battery on this new iphone s is definitely not any better check settings times more app usage in ios  ->  neg
418 - currently learning mandarin for my upcoming trip to hong kong i gotta hand it to apple iphones their uber useful flashcard apps  ->  pos
419 - for being the inventor of the computer mouse why is it that apple has never made one that is not a complete piece of fucking shit  ->  neg
